Gene,IFNa,IFNg,celltype_level,subset
IGF1R,-0.385878241,0.01635967,L1,NK
C6orf62,0.38555989,0.007856314,L1,NK
ITGB2,-0.383739592,0.023964288,L1,NK
HERC1,-0.38188618,-0.007430606,L1,NK
CNDP2,0.374195859,-0.009089738,L1,NK
TPP1,-0.372109784,0.007315205,L1,NK
SAMD1,-0.36905608,-0.016786824,L1,NK
CHD3,-0.367048686,-0.025266378,L1,NK
UBA52,-0.365769867,-0.041489084,L1,NK
CSK,-0.363265425,-0.05861959,L1,NK
ARL4C,-0.362425469,0.065535085,L1,NK
COX4I1,-0.342116558,-0.03096357,L1,NK
USP25,0.33356383,0.009548128,L1,NK
FLNA,-0.324089943,-0.020446773,L1,NK
MAPKAPK2,-0.314966718,-0.00293351,L1,NK
IFI44L,4.267333524,1.220592054,L1,Tcell
IFI6,4.233560047,0.340845303,L1,Tcell
ISG15,3.918096044,0.316174395,L1,Tcell
OAS1,3.660910534,0.347622484,L1,Tcell
OAS3,3.585797586,0.180278363,L1,Tcell
IFI44,3.408150786,0.829362358,L1,Tcell
CMPK2,3.365172588,0.645929521,L1,Tcell
MX1,3.323004935,0.139964746,L1,Tcell
IFIT1,3.295341048,0,L1,Tcell
IFIT3,3.256429553,0.920044909,L1,Tcell
RSAD2,3.120862388,0.629073443,L1,Tcell
XAF1,2.925662114,0.683591407,L1,Tcell
LY6E,2.595068342,0.247016185,L1,Tcell
IRF7,2.549778489,0.26991805,L1,Tcell
MX2,2.50705568,0.040967186,L1,Tcell
HERC6,2.466878436,0.118335305,L1,Tcell
OAS2,2.454044475,0.454365156,L1,Tcell
SAMD9L,2.439843423,0.852598693,L1,Tcell
IFIT2,2.375433743,0.314510472,L1,Tcell
EIF2AK2,2.367553871,0.244001192,L1,Tcell
HERC5,2.345725717,0.096412868,L1,Tcell
PLSCR1,2.124321701,0.167467071,L1,Tcell
TRIM22,2.119549697,0.744496804,L1,Tcell
EPSTI1,2.109792154,0.917069659,L1,Tcell
DDX60L,2.08166527,0.162874002,L1,Tcell
USP18,2.071911169,0,L1,Tcell
PARP9,2.015095245,0.958008455,L1,Tcell
ZBP1,1.867727442,0.171754804,L1,Tcell
DDX60,1.867613974,0.295699961,L1,Tcell
OASL,1.832276713,0.098757989,L1,Tcell
HELZ2,1.806714047,0.117515396,L1,Tcell
PARP12,1.777893341,0.404826294,L1,Tcell
ISG20,1.761902145,0.199319977,L1,Tcell
MT2A,1.689328502,0.343584223,L1,Tcell
BST2,1.661394182,0.351576984,L1,Tcell
SAMD9,1.59955905,0.175500208,L1,Tcell
PARP14,1.594362459,0.577271435,L1,Tcell
IFIH1,1.586550374,0.273765143,L1,Tcell
DDX58,1.545739502,0.22303533,L1,Tcell
IFIT5,1.47805775,0.237395004,L1,Tcell
TRIM25,1.474220747,0.05894081,L1,Tcell
SP100,1.461464963,0.189516554,L1,Tcell
HSH2D,1.460646678,0.068835203,L1,Tcell
LGALS9,1.459011315,0,L1,Tcell
SP110,1.421348236,0.409502036,L1,Tcell
RNF213,1.416111057,0.13257456,L1,Tcell
DTX3L,1.378580382,0.657490375,L1,Tcell
RTP4,1.35439728,0.308400366,L1,Tcell
IFI35,1.328488683,0.276652232,L1,Tcell
UBE2L6,1.327287389,0.672633622,L1,Tcell
IFITM1,1.32560744,0.181078898,L1,Tcell
STAT2,1.308688773,0.425582186,L1,Tcell
DRAP1,1.293510893,0.236766427,L1,Tcell
PARP10,1.285468649,0.070872798,L1,Tcell
SPATS2L,1.26620467,0,L1,Tcell
DHX58,1.252895217,0.104760009,L1,Tcell
IFI16,1.232679993,0.199161357,L1,Tcell
LAMP3,1.231048876,0,L1,Tcell
TYMP,1.227344948,0.726971915,L1,Tcell
STAT1,1.199876447,1.175619451,L1,Tcell
ADAR,1.172354829,0.312847865,L1,Tcell
LAP3,1.146870237,0.087771313,L1,Tcell
TNFSF10,1.115001907,0.292607735,L1,Tcell
SAT1,1.110343873,0.115060477,L1,Tcell
TNK2,1.106726054,0.005667576,L1,Tcell
NMI,1.105060987,0.300770732,L1,Tcell
TRIM5,1.102407457,0.080204612,L1,Tcell
PHF11,1.071006172,0.161585971,L1,Tcell
SHFL,1.056970866,0.059958962,L1,Tcell
PGAP1,0.991817378,0.267739774,L1,Tcell
TRANK1,0.973936078,0.402057824,L1,Tcell
PRKD2,0.969581705,0.157125255,L1,Tcell
NT5C3A,0.963848839,0.22059777,L1,Tcell
TMEM140,0.961640005,0.672126124,L1,Tcell
N4BP1,0.930779055,0.093634179,L1,Tcell
APOL6,0.923550956,0.667123693,L1,Tcell
SMCHD1,0.918697997,0.464979872,L1,Tcell
CMTR1,0.917431597,0.171393173,L1,Tcell
LGALS3BP,0.91232442,0.312895347,L1,Tcell
TDRD7,0.899932332,0.069662618,L1,Tcell
NUB1,0.891379096,0.236090592,L1,Tcell
GBP1,0.885756202,1.283082535,L1,Tcell
PPM1K,0.867357479,0.10427701,L1,Tcell
PI4K2B,0.863767531,0.095696535,L1,Tcell
IFITM2,0.85661605,0.198695016,L1,Tcell
ZCCHC2,0.835192037,0.071314328,L1,Tcell
SLFN12L,0.82701883,0.255962082,L1,Tcell
MOV10,0.826652067,0.246610965,L1,Tcell
ECE1,0.819658175,-0.025854882,L1,Tcell
ZNFX1,0.813658561,0.041685334,L1,Tcell
TRIM21,0.792276501,0.391623367,L1,Tcell
TAP2,0.790069876,0.450974545,L1,Tcell
EEF1G,-0.769783727,0.014587605,L1,Tcell
NAPA,0.769138402,0.180921768,L1,Tcell
GPR155,0.762521805,0.43348884,L1,Tcell
SP140,0.758324249,0.363622937,L1,Tcell
TBC1D1,0.755534805,0.362354994,L1,Tcell
EEF2,-0.740354009,-0.024405931,L1,Tcell
PNRC1,-0.734632012,0.027182231,L1,Tcell
CNP,0.732528839,0.052157709,L1,Tcell
TRIM38,0.723512276,0.094702634,L1,Tcell
CHMP5,0.718232063,0.160323172,L1,Tcell
MYD88,0.709204212,0.078139389,L1,Tcell
EIF3L,-0.707026339,0.018291158,L1,Tcell
RBCK1,0.702141024,0.015952716,L1,Tcell
PML,0.700200393,0.128397222,L1,Tcell
SHISA5,0.689945221,-0.098883647,L1,Tcell
GBP5,0.688776605,1.889553613,L1,Tcell
UNC93B1,0.687613582,0,L1,Tcell
CHST12,0.68655081,0.076336053,L1,Tcell
IRF9,0.664261916,0.388122753,L1,Tcell
TRIM14,0.638668594,0.136496359,L1,Tcell
ANKFY1,0.62694232,0.089180395,L1,Tcell
PARP11,0.593774548,0.287443749,L1,Tcell
ALOX5AP,0.589299653,0.0792081,L1,Tcell
TAGAP,0.586847555,-0.090780592,L1,Tcell
EIF4B,-0.578379863,-0.041781509,L1,Tcell
RARA,0.572968149,0.059848084,L1,Tcell
TAP1,0.567520465,0.675974763,L1,Tcell
TOMM7,-0.554131617,-0.007364196,L1,Tcell
CD164,0.553839882,0.136109684,L1,Tcell
USP15,0.546376725,0.397200847,L1,Tcell
ACTG1,-0.543749086,0.13349806,L1,Tcell
KPNB1,0.539205829,0.302059736,L1,Tcell
C12orf57,-0.537058242,-0.077825565,L1,Tcell
MCL1,0.532518321,0.321077873,L1,Tcell
EEF1B2,-0.528813498,0.106871227,L1,Tcell
UTRN,0.526189961,-0.057899513,L1,Tcell
AZI2,0.520197907,0.009980212,L1,Tcell
PSMB8,0.518505509,0.316309786,L1,Tcell
ATP10A,0.517535941,0.007913236,L1,Tcell
TRAFD1,0.516079923,0.416244234,L1,Tcell
COX4I1,-0.513343076,0.096235295,L1,Tcell
DYNLT1,0.511456222,0.199587176,L1,Tcell
GTPBP1,0.48814074,0.139472701,L1,Tcell
UBA7,0.484121342,0.211208137,L1,Tcell
DAPP1,0.482148474,0.100867209,L1,Tcell
SCLT1,0.481978779,0.021570917,L1,Tcell
FBL,-0.462127899,0.013711883,L1,Tcell
STIMATE,0.458721106,0.07345401,L1,Tcell
GBP4,0.458263412,1.112605768,L1,Tcell
CCDC85B,0.449603176,-0.051854882,L1,Tcell
BAG1,0.449106311,-0.0748471,L1,Tcell
HADHA,-0.434591418,0.048557787,L1,Tcell
CCND3,0.433297252,-0.091517635,L1,Tcell
PSME1,0.426605254,0.469336187,L1,Tcell
HELB,0.418214285,0.117661738,L1,Tcell
TRIM34,0.414053747,0.00641297,L1,Tcell
PSMB9,0.413967272,0.539381728,L1,Tcell
OGFR,0.413777214,0.193782877,L1,Tcell
RNF31,0.399705413,0.058091626,L1,Tcell
XRN1,0.386772363,0.461064799,L1,Tcell
UBQLN2,0.383697872,0.166024297,L1,Tcell
YEATS2,0.375081006,-0.027600259,L1,Tcell
GIMAP4,0.364605119,0.169599594,L1,Tcell
KLHDC7B,0.36271075,0.13901636,L1,Tcell
APBB1IP,-0.358232293,0.022188974,L1,Tcell
CAPN2,0.338973728,0.024981455,L1,Tcell
SOCS1,0.338805695,0.535156387,L1,Tcell
APOL2,0.234246057,0.60066684,L1,Tcell
PSMB10,0.231558502,0.429364069,L1,Tcell
PLAAT4,0.174976979,0.53242894,L1,Tcell
GBP2,0.164060945,0.929160921,L1,Tcell
APOL3,0.156302114,0.445485166,L1,Tcell
SYNE2,0.140947347,0.532118123,L1,Tcell
NLRC5,0.12972899,0.427971266,L1,Tcell
HAPLN3,0.091858253,0.58281113,L1,Tcell
SBNO2,-0.04295576,0.395818291,L1,Tcell
IRF1,0.006260823,0.666944076,L1,Tcell
LINS1,0.003182658,0.400168693,L1,Tcell
IFIT1,7.62518966,5.994648758,L2,B_Memory
OASL,7.376374482,5.984245952,L2,B_Memory
CMPK2,7.297831989,5.322765911,L2,B_Memory
IFIT3,7.246358457,5.059673421,L2,B_Memory
RSAD2,6.817899689,4.487759554,L2,B_Memory
USP18,6.620355144,4.387094334,L2,B_Memory
IFI44L,6.355193427,4.223415498,L2,B_Memory
IFI6,6.005549792,4.125036751,L2,B_Memory
IFI44,5.545361738,4.046189592,L2,B_Memory
ISG15,5.495534611,3.852909111,L2,B_Memory
OAS3,5.427596262,3.582134187,L2,B_Memory
IFITM1,5.104869646,3.546453471,L2,B_Memory
IFIT2,4.839309136,3.39170686,L2,B_Memory
MX1,4.761329562,3.092517612,L2,B_Memory
SLFN5,4.342788042,3.041923113,L2,B_Memory
HERC6,4.26748099,3.019086632,L2,B_Memory
HERC5,4.262014718,2.965237207,L2,B_Memory
XAF1,4.15986434,2.865655425,L2,B_Memory
MX2,3.857334667,2.744632494,L2,B_Memory
SAMD9L,3.840260755,2.742471558,L2,B_Memory
DDX60,3.762788293,2.742238088,L2,B_Memory
STAT1,3.744482838,2.729881698,L2,B_Memory
MT2A,3.71643801,2.695867956,L2,B_Memory
PLSCR1,3.714116138,2.688620975,L2,B_Memory
ZBP1,3.678414356,2.635501701,L2,B_Memory
EPSTI1,3.526931078,2.598982099,L2,B_Memory
OAS2,3.448326015,2.57219654,L2,B_Memory
DDX60L,3.3988917,2.495030015,L2,B_Memory
OAS1,3.388423862,2.41835896,L2,B_Memory
TNFSF13B,3.36837693,2.327887056,L2,B_Memory
TNFSF10,3.291535895,2.304296544,L2,B_Memory
EIF2AK2,3.235858196,2.27946688,L2,B_Memory
PARP9,3.234932942,2.2561212,L2,B_Memory
HELZ2,3.163596014,2.254174533,L2,B_Memory
IRF7,3.082141058,2.205854584,L2,B_Memory
LY6E,3.065793336,2.143461171,L2,B_Memory
TLR7,2.88427063,2.136528754,L2,B_Memory
IFI35,2.863868582,2.12665589,L2,B_Memory
RTP4,2.859443488,2.117612019,L2,B_Memory
SLFN12L,2.847708115,2.080623353,L2,B_Memory
ODF3B,2.803755206,2.069992294,L2,B_Memory
DHX58,2.772745574,2.010151988,L2,B_Memory
MACROD2,2.733836699,-2.001003415,L2,B_Memory
LAP3,2.707303379,1.956125973,L2,B_Memory
MNDA,2.665020723,1.954643189,L2,B_Memory
APOL6,2.647915299,1.952572385,L2,B_Memory
FBXO6,2.619500587,1.950377236,L2,B_Memory
UBE2L6,2.567702649,1.913302123,L2,B_Memory
NT5C3A,2.526294395,1.896427611,L2,B_Memory
TYMP,2.487282358,1.868656524,L2,B_Memory
GBP1,2.470612954,1.86459707,L2,B_Memory
INPP1,2.414374918,1.854434398,L2,B_Memory
LGALS9,2.413632439,-1.853299131,L2,B_Memory
SAMD9,2.373329966,-1.852012328,L2,B_Memory
DTX3L,2.314595924,1.840788312,L2,B_Memory
RNF213,2.314502325,1.831137197,L2,B_Memory
ISG20,2.297395684,1.794498575,L2,B_Memory
TRIM22,2.256333733,1.789062209,L2,B_Memory
PARP12,2.150602025,1.76256196,L2,B_Memory
TRIM25,2.112738998,1.745759674,L2,B_Memory
DDX58,2.085605566,-1.734140633,L2,B_Memory
IFIH1,2.06696485,1.704937701,L2,B_Memory
BST2,2.051467162,1.70274004,L2,B_Memory
CD38,2.012545038,1.700651793,L2,B_Memory
SIGLEC14,2.007082067,-1.686163088,L2,B_Memory
IFIT5,2.001330083,1.68327541,L2,B_Memory
STAT2,1.987238779,1.681163939,L2,B_Memory
DRAP1,1.959181177,-1.670822393,L2,B_Memory
TMCC3,1.941143531,-1.664430983,L2,B_Memory
PI4K2B,1.912327309,1.653472565,L2,B_Memory
MOV10,1.91206809,1.645640466,L2,B_Memory
PARP10,1.888472334,1.639530632,L2,B_Memory
AGRN,1.885523636,1.630151077,L2,B_Memory
SAMHD1,1.849856501,1.623713127,L2,B_Memory
CCDC194,1.835656297,-1.584677561,L2,B_Memory
PARP14,1.824224388,1.579589187,L2,B_Memory
IFITM2,1.798250016,-1.576616871,L2,B_Memory
NMI,1.795148436,-1.55641192,L2,B_Memory
PML,1.787528992,1.546228033,L2,B_Memory
SAMD4A,1.781870093,1.520424732,L2,B_Memory
TRIM5,1.732353856,1.517143214,L2,B_Memory
ZCCHC2,1.717211961,-1.510196717,L2,B_Memory
TENT5A,1.709211981,-1.505457609,L2,B_Memory
UNC93B1,1.690819075,1.500838293,L2,B_Memory
TDRD7,1.65780721,1.498453842,L2,B_Memory
CHST12,1.653973199,1.477643653,L2,B_Memory
ADAR,1.646387996,1.458824234,L2,B_Memory
PLXND1,-1.642643613,1.458657366,L2,B_Memory
TRIM21,1.64066045,1.45602975,L2,B_Memory
ZNFX1,1.620778057,1.454974261,L2,B_Memory
CMTR1,1.619819551,1.451997211,L2,B_Memory
MYD88,1.608948269,1.449228997,L2,B_Memory
SCML4,1.602184094,1.449178847,L2,B_Memory
IRF9,1.574975763,1.442404757,L2,B_Memory
PPM1K,1.566824968,1.437982422,L2,B_Memory
DAPK2,1.557159866,1.433756483,L2,B_Memory
SHFL,-1.524207507,1.429808237,L2,B_Memory
TAP2,1.520048738,1.424301741,L2,B_Memory
SLC38A5,1.519699925,1.422712263,L2,B_Memory
STAG3,1.504974111,-1.421229708,L2,B_Memory
SP110,1.493805845,1.413678133,L2,B_Memory
TRANK1,1.456870322,-1.410438897,L2,B_Memory
IFI16,1.445585363,1.401453229,L2,B_Memory
RTCB,1.436420379,1.396748759,L2,B_Memory
GBP4,1.430334169,-1.38345152,L2,B_Memory
TRIM14,1.426482231,1.377171129,L2,B_Memory
IL15RA,1.405669688,-1.364585626,L2,B_Memory
N4BP1,1.403790259,1.360907094,L2,B_Memory
PHF11,1.395674469,1.350163589,L2,B_Memory
BAG1,1.384745542,1.349893372,L2,B_Memory
RGS2,1.377212167,-1.344920985,L2,B_Memory
CHMP5,-1.369613137,-1.344074747,L2,B_Memory
SLC49A4,1.362677989,1.343535018,L2,B_Memory
KIAA0040,-1.338843434,-1.330403233,L2,B_Memory
NAPA,1.336241557,1.328594517,L2,B_Memory
JAK2,1.333327869,1.324591951,L2,B_Memory
BRCA2,1.308105557,1.322394641,L2,B_Memory
B3GNT2,1.307155822,1.315857601,L2,B_Memory
EHD4,1.303431413,1.303761369,L2,B_Memory
SYNGR1,1.30269578,-1.302476709,L2,B_Memory
TMEM123,1.289622441,1.287747414,L2,B_Memory
PFKFB3,-1.285019144,1.28162184,L2,B_Memory
CNP,1.264247958,1.279984778,L2,B_Memory
IZUMO4,-1.250265383,1.272269344,L2,B_Memory
TRAFD1,1.247442729,1.264446878,L2,B_Memory
CCSER1,1.243879092,1.262832514,L2,B_Memory
TAP1,-1.222868789,1.262777185,L2,B_Memory
DYNLT1,1.222220797,1.255614885,L2,B_Memory
TNK2,1.213257022,1.242968636,L2,B_Memory
CPNE5,1.200435736,1.237581202,L2,B_Memory
RBCK1,1.197097021,1.230538231,L2,B_Memory
PARP11,1.196781289,-1.22578579,L2,B_Memory
RBM43,1.193898346,1.218570693,L2,B_Memory
MCL1,1.188024069,1.217577262,L2,B_Memory
C12orf74,1.185225603,-1.209803828,L2,B_Memory
AZI2,1.18397205,1.192675717,L2,B_Memory
PLAC8,1.182099929,-1.192315691,L2,B_Memory
SCLT1,1.180542693,1.191056677,L2,B_Memory
WDFY1,1.175841723,-1.188723859,L2,B_Memory
C16orf74,1.174640467,-1.186744253,L2,B_Memory
DBF4B,1.170546556,1.184768323,L2,B_Memory
MCOLN2,1.136302024,1.179804214,L2,B_Memory
CKLF,-1.112626881,1.175038097,L2,B_Memory
GPR180,1.109971213,1.173242298,L2,B_Memory
SAMD1,1.108740842,1.169301458,L2,B_Memory
SESN3,-1.107251602,1.168681162,L2,B_Memory
STAP1,1.105792522,1.161730929,L2,B_Memory
N4BP3,1.105536541,-1.161189827,L2,B_Memory
SNX9,-1.104929012,1.155713186,L2,B_Memory
TRIM34,1.104787684,1.154817071,L2,B_Memory
EMILIN2,-1.079520513,-1.14894676,L2,B_Memory
VAT1,-1.077825962,1.139077159,L2,B_Memory
FADS3,-1.076071271,1.133566593,L2,B_Memory
FAM43A,1.06812764,-1.133251961,L2,B_Memory
ITGAX,-1.06222814,1.126681149,L2,B_Memory
APOL3,-1.059526085,-1.121183415,L2,B_Memory
SAT1,1.055085013,-1.119842567,L2,B_Memory
FCHSD2,-1.054569736,-1.11578468,L2,B_Memory
LY9,-1.051821039,1.114303309,L2,B_Memory
ARHGEF3,-1.04202988,-1.112623385,L2,B_Memory
PTPRO,-1.041787876,-1.105381243,L2,B_Memory
ATP13A1,1.036771508,1.104258017,L2,B_Memory
USP25,-1.033682134,1.102102235,L2,B_Memory
CERK,1.029178402,-1.096868904,L2,B_Memory
FANCL,1.027289898,1.095402106,L2,B_Memory
WDR19,1.019201843,-1.088358847,L2,B_Memory
PRKAG2,1.015485697,1.086491325,L2,B_Memory
GNB4,-1.014604376,-1.084199992,L2,B_Memory
CATSPERG,1.010585291,1.083859927,L2,B_Memory
TNS3,1.007275922,-1.075109153,L2,B_Memory
CHSY1,1.001668885,1.063661182,L2,B_Memory
VRK2,1.000310835,1.059951574,L2,B_Memory
TRIM56,-0.993730284,-1.05277543,L2,B_Memory
MLKL,0.98129436,1.051569175,L2,B_Memory
NUB1,-0.976856561,-1.049383137,L2,B_Memory
CCDC85B,0.971410572,1.047100178,L2,B_Memory
XRN1,0.971179936,1.046397159,L2,B_Memory
TMEM268,0.954726554,1.043188695,L2,B_Memory
HABP4,0.954257095,-1.010324245,L2,B_Memory
SIDT1,-0.953803374,1.009921651,L2,B_Memory
ATG16L2,-0.952616672,-1.009424867,L2,B_Memory
TAGLN2,0.952468674,1.003430381,L2,B_Memory
IDH3A,0.950068802,-0.994914623,L2,B_Memory
ENO2,0.948562269,0.985460924,L2,B_Memory
USP15,0.946430881,-0.985251283,L2,B_Memory
HSH2D,0.935517757,0.984594623,L2,B_Memory
GAB2,0.931261501,0.980587815,L2,B_Memory
CD44,0.929949344,-0.974760835,L2,B_Memory
TBC1D1,0.927712452,-0.970745771,L2,B_Memory
FURIN,-0.917112059,0.969267212,L2,B_Memory
CAPN2,-0.909563744,0.965077042,L2,B_Memory
RABGAP1L,0.909352127,-0.962428392,L2,B_Memory
RASGRP3,-0.906466941,-0.957515906,L2,B_Memory
ST14,-0.89855602,0.957241117,L2,B_Memory
UBA7,-0.889255926,0.954367108,L2,B_Memory
SLC18B1,0.888645248,0.95326513,L2,B_Memory
ZNF92,-0.885788113,0.947296027,L2,B_Memory
ECE1,0.884035687,0.946449326,L2,B_Memory
ANKFY1,0.883910099,-0.938013561,L2,B_Memory
SMCHD1,0.883659892,-0.934716977,L2,B_Memory
TCP11L2,-0.878634157,0.934535341,L2,B_Memory
DNAJA1,-0.877622688,0.934044944,L2,B_Memory
CSNK1E,0.87735356,-0.930374005,L2,B_Memory
PRDM4,-0.874426018,0.928484887,L2,B_Memory
SHISA5,-0.874093349,0.918917403,L2,B_Memory
TBC1D9,0.862612394,0.918698572,L2,B_Memory
PSMB9,-0.858886562,0.916031404,L2,B_Memory
UBALD2,0.857672437,-0.910740794,L2,B_Memory
INPP5A,0.85186537,-0.907775749,L2,B_Memory
LYST,0.85086729,0.904586026,L2,B_Memory
PIM1,-0.847616336,0.895452456,L2,B_Memory
DPEP2,-0.844768296,-0.891782476,L2,B_Memory
ELF4,0.841483189,0.8895092,L2,B_Memory
RNF31,0.840195287,0.884480237,L2,B_Memory
ARRDC2,0.839475734,-0.88103487,L2,B_Memory
TMEM140,0.835499775,-0.879904869,L2,B_Memory
EIF3L,0.834075364,-0.877839029,L2,B_Memory
JOSD1,0.828671009,-0.869311061,L2,B_Memory
RAC2,-0.822518171,0.868164819,L2,B_Memory
VPREB3,0.820956547,0.864995176,L2,B_Memory
CD164,0.82020761,0.863524214,L2,B_Memory
TRIO,-0.819004925,-0.863418942,L2,B_Memory
MVP,-0.818486722,0.863128958,L2,B_Memory
GTPBP1,0.814862891,-0.858991549,L2,B_Memory
CASP4,0.81305312,0.857723924,L2,B_Memory
SECISBP2L,-0.811421269,0.856211952,L2,B_Memory
UTRN,-0.809529173,0.856035479,L2,B_Memory
GEN1,0.806763855,0.853287518,L2,B_Memory
SOD2,0.804275911,-0.852835436,L2,B_Memory
EEF1G,-0.803145156,0.851552452,L2,B_Memory
CHST11,-0.802150318,0.846066244,L2,B_Memory
PRKD2,-0.795538708,0.843526853,L2,B_Memory
PARP8,0.786155284,-0.835536716,L2,B_Memory
MYL12A,-0.784360788,-0.829651948,L2,B_Memory
FER,-0.782029389,0.822443649,L2,B_Memory
EEF2,-0.78187917,0.821349506,L2,B_Memory
CD2AP,-0.780648311,0.818139014,L2,B_Memory
BRI3,0.773948984,0.817859564,L2,B_Memory
EIF4B,0.77121202,0.816003943,L2,B_Memory
ITGA4,-0.770483197,-0.806922192,L2,B_Memory
IGKC,0.768472011,0.803533944,L2,B_Memory
PTOV1,-0.767849376,-0.803494407,L2,B_Memory
TAPBP,-0.759941523,-0.801359313,L2,B_Memory
DIP2B,0.759474179,0.796445974,L2,B_Memory
PSME1,-0.759466213,0.795553475,L2,B_Memory
GSDMD,0.758918697,0.794179634,L2,B_Memory
CXCR4,0.758823237,0.793302251,L2,B_Memory
TRIM26,0.757241174,0.791962564,L2,B_Memory
GLIPR1,0.755911176,0.790899562,L2,B_Memory
TRADD,0.754776649,-0.790294011,L2,B_Memory
YPEL3,-0.746885635,0.780590955,L2,B_Memory
CHPT1,0.742940136,0.776543214,L2,B_Memory
PNRC1,0.738934091,-0.775969007,L2,B_Memory
GTPBP2,0.737896589,0.775542862,L2,B_Memory
ZBTB20,0.737093123,-0.774697676,L2,B_Memory
NAGK,0.736215792,0.773438452,L2,B_Memory
TCIRG1,0.731290686,-0.77082282,L2,B_Memory
GPX4,0.727668355,0.770305575,L2,B_Memory
RERE,0.725989345,-0.770298042,L2,B_Memory
DCK,0.723582989,0.764257826,L2,B_Memory
ARRB2,-0.721067669,0.764046509,L2,B_Memory
PIK3AP1,-0.719492087,0.763000217,L2,B_Memory
CD48,-0.71658891,-0.759849986,L2,B_Memory
HPCAL1,-0.711895355,0.752875101,L2,B_Memory
UBXN11,-0.70740115,-0.749736488,L2,B_Memory
SELL,0.703589552,0.749198289,L2,B_Memory
CBLB,0.701762828,0.749009172,L2,B_Memory
MGAT4B,0.701488243,0.742324249,L2,B_Memory
FGD2,-0.699781633,0.741625487,L2,B_Memory
MAPK8IP3,0.69915612,-0.739599114,L2,B_Memory
RIN3,-0.696735472,0.737326134,L2,B_Memory
FOXO1,-0.694041666,0.736851749,L2,B_Memory
PSMB10,-0.692165116,-0.732796409,L2,B_Memory
LNPEP,0.684184614,0.732698421,L2,B_Memory
CLEC2D,0.682090826,0.729377786,L2,B_Memory
CFLAR,-0.681376178,0.728929612,L2,B_Memory
MOB3A,-0.681316086,0.728155621,L2,B_Memory
TENT4A,-0.67836016,-0.724950438,L2,B_Memory
SOCS1,-0.674640067,0.723054696,L2,B_Memory
RIPOR1,0.672820675,0.723043777,L2,B_Memory
COX4I1,-0.670777284,-0.720976615,L2,B_Memory
TSC22D3,0.669189487,0.72024679,L2,B_Memory
ZC3HAV1,-0.665819407,0.715370628,L2,B_Memory
CCND3,0.658379176,0.710899014,L2,B_Memory
MAN2A2,-0.656064929,-0.709824327,L2,B_Memory
TTC3,0.653330389,-0.70601319,L2,B_Memory
FCHO1,0.651771522,-0.70598211,L2,B_Memory
PSMB8,0.646118865,0.698133157,L2,B_Memory
MAP4K4,-0.645925116,-0.697797226,L2,B_Memory
MFN1,-0.645760961,0.696095823,L2,B_Memory
EVL,0.645575771,-0.69261377,L2,B_Memory
MANBA,-0.645175503,-0.692373531,L2,B_Memory
ELMO1,0.639785958,-0.691699363,L2,B_Memory
EHD3,0.638179179,0.691294082,L2,B_Memory
KAT6B,-0.636516617,-0.690433234,L2,B_Memory
FXYD5,-0.635373076,0.687612211,L2,B_Memory
RUNX3,-0.635083376,0.684390016,L2,B_Memory
LBR,0.632788102,0.681810413,L2,B_Memory
RASSF2,0.632086568,-0.681148132,L2,B_Memory
FBL,0.630192615,0.680998139,L2,B_Memory
HERPUD1,0.628625188,0.678913117,L2,B_Memory
TAGAP,-0.625773798,0.677095884,L2,B_Memory
RAB8A,0.625539629,-0.676142818,L2,B_Memory
PRDM2,0.624313085,-0.673190274,L2,B_Memory
EEF1B2,-0.623153017,-0.672928586,L2,B_Memory
TMSB10,0.619937942,-0.672126344,L2,B_Memory
AIM2,0.616989638,0.67151428,L2,B_Memory
SP100,-0.613765333,0.670140802,L2,B_Memory
KDM2B,-0.608819479,0.66958168,L2,B_Memory
B4GALT1,0.60822194,-0.666218795,L2,B_Memory
TOMM7,-0.601925614,0.663414993,L2,B_Memory
ELK4,-0.601773934,0.660486329,L2,B_Memory
WDR11,0.60135455,-0.654402535,L2,B_Memory
VEGFB,-0.600390058,0.64942334,L2,B_Memory
NOP53,-0.596936617,-0.647460348,L2,B_Memory
B2M,-0.595295536,0.647041108,L2,B_Memory
CD82,0.594509193,0.646748544,L2,B_Memory
EZR,0.594135208,0.643443019,L2,B_Memory
EZH1,0.592869359,0.641002189,L2,B_Memory
PLEKHO1,0.592862317,0.635459768,L2,B_Memory
TGFBR2,0.592843572,0.635184019,L2,B_Memory
UCP2,0.592717749,-0.631608334,L2,B_Memory
WNK1,-0.591345036,0.630814718,L2,B_Memory
S100PBP,0.590041834,-0.627469541,L2,B_Memory
AHNAK,0.589353342,-0.622216405,L2,B_Memory
SP140,-0.586608924,0.622206866,L2,B_Memory
EHD1,-0.585043184,0.621214728,L2,B_Memory
CNDP2,-0.584961189,-0.619821713,L2,B_Memory
SUGP2,0.58370344,-0.617362248,L2,B_Memory
DOCK8,0.583630646,-0.615632756,L2,B_Memory
SMAP2,0.581263162,-0.615211246,L2,B_Memory
TPP1,-0.581179717,-0.612363344,L2,B_Memory
FNBP1,-0.580895826,-0.597599546,L2,B_Memory
ELF1,-0.579797551,0.594706652,L2,B_Memory
TRIM38,0.577391853,-0.593686463,L2,B_Memory
LPXN,-0.576266071,-0.592974079,L2,B_Memory
USP34,0.575902758,-0.591711293,L2,B_Memory
BACH1,0.574113325,-0.589205394,L2,B_Memory
