Gene,IFNa,IFNg,celltype_level,subset
MX1,5.035100331,0.45608889,L2,MAIT
XAF1,4.618768092,0.428327055,L2,MAIT
USP18,4.586120098,0.39997371,L2,MAIT
ISG15,4.493850917,0.372976761,L2,MAIT
OASL,4.379329128,0.358086112,L2,MAIT
IFI44,4.199874703,0.34472109,L2,MAIT
IFITM1,4.013714377,0.327169248,L2,MAIT
PLSCR1,3.918071621,0.304489888,L2,MAIT
MX2,3.771344669,0.302937868,L2,MAIT
HERC5,3.657232631,0.276666445,L2,MAIT
EPSTI1,3.510244206,0.270233154,L2,MAIT
IRF7,3.479016985,0.26767386,L2,MAIT
ZBP1,3.44091837,0.262778799,L2,MAIT
HELZ2,3.368499503,0.262472912,L2,MAIT
TYMP,3.352594734,-0.261283895,L2,MAIT
IFIT5,3.337295152,0.252526768,L2,MAIT
LY6E,3.292639346,0.249804652,L2,MAIT
PARP9,3.279184294,0.240347341,L2,MAIT
RTP4,3.278814508,0.231455264,L2,MAIT
SAMD9L,3.096262786,0.231011326,L2,MAIT
OAS2,3.031828985,0.230284253,L2,MAIT
STAT1,2.907655778,0.210937898,L2,MAIT
IFI35,2.902072048,0.208272614,L2,MAIT
EIF2AK2,2.894079051,0.199304568,L2,MAIT
HERC6,2.892624264,0.186407259,L2,MAIT
TRIM25,2.800231141,0.185838221,L2,MAIT
DDX60,2.780917653,0.183065434,L2,MAIT
MT2A,2.779737118,0.178712969,L2,MAIT
DDX60L,2.767422886,-0.175986102,L2,MAIT
SPATS2L,2.505297852,0.170070223,L2,MAIT
HSH2D,2.451904341,-0.149805916,L2,MAIT
ISG20,2.404927042,0.148333073,L2,MAIT
IFIH1,2.400622076,0.14440553,L2,MAIT
SAMD9,2.376221409,0.130392616,L2,MAIT
BST2,2.354472354,0.121226426,L2,MAIT
DHX58,2.341032928,0.110156907,L2,MAIT
TRIM22,2.290039984,0.108661022,L2,MAIT
LAP3,2.27899667,0.099273063,L2,MAIT
DDX58,2.246624024,0.097808644,L2,MAIT
UBE2L6,2.199718083,0.097790806,L2,MAIT
PARP12,2.172122514,-0.09656935,L2,MAIT
DTX3L,2.143416812,0.09025723,L2,MAIT
LAG3,2.10938018,0.084823901,L2,MAIT
IRF9,2.093350493,0.081616264,L2,MAIT
PARP10,2.082674564,-0.080830038,L2,MAIT
PARP14,2.050819243,0.07672149,L2,MAIT
SP110,2.009710004,0.075628238,L2,MAIT
RNF213,1.815020406,-0.072980152,L2,MAIT
SP100,1.797665975,0.065325595,L2,MAIT
NT5C3A,1.758874381,0.064242209,L2,MAIT
IFITM2,1.723398113,0.061837295,L2,MAIT
DRAP1,1.694904729,0.057714348,L2,MAIT
N4BP1,1.596760897,0.057328626,L2,MAIT
SHFL,1.573661881,0.056962047,L2,MAIT
TMEM140,1.551370438,0.056170871,L2,MAIT
TDRD7,1.527991293,-0.047554569,L2,MAIT
IFI16,1.5248746,0.038792123,L2,MAIT
CMTR1,1.483965505,-0.038302216,L2,MAIT
ADAR,1.478893035,0.035618002,L2,MAIT
NMI,1.469826012,0.035318362,L2,MAIT
STAT2,1.398628592,0.024982604,L2,MAIT
APOL6,1.382064005,-0.024594078,L2,MAIT
TAP2,1.355750775,-0.019733573,L2,MAIT
ZNFX1,1.348720559,-0.019550901,L2,MAIT
PHF11,1.301615556,0.019106624,L2,MAIT
TMEM123,1.24338069,-0.015300253,L2,MAIT
TRANK1,1.212759285,0.015013684,L2,MAIT
TRIM38,1.112341262,0.014511042,L2,MAIT
SMCHD1,1.077706504,-0.009210187,L2,MAIT
EEF1G,-1.022341561,0.009095937,L2,MAIT
NAPA,0.981067686,-0.007900848,L2,MAIT
EEF2,-0.842579226,0.003830128,L2,MAIT
PNRC1,-0.755379911,0.001203552,L2,MAIT
CCL24,-3.721853433,-4.070399673,L2,Monocyte
FN1,-2.91349664,-3.731664985,L2,Monocyte
SDC2,-2.746375391,-3.051578072,L2,Monocyte
THBS1,-2.74320211,-6.529056031,L2,Monocyte
CCL8,2.581773549,2.301767903,L2,Monocyte
IFI27,2.372945284,2.432249867,L2,Monocyte
MS4A6A,2.268078444,1.93847691,L2,Monocyte
SERPING1,2.135813121,3.807288427,L2,Monocyte
APOBEC3A,2.106164132,1.448608671,L2,Monocyte
BTG1,-2.064146947,-2.413002719,L2,Monocyte
IFITM2,2.060797074,1.451645594,L2,Monocyte
VMO1,-1.909760584,-2.446686309,L2,Monocyte
IFITM3,1.879691021,0.896384944,L2,Monocyte
TNFSF10,1.748357702,1.841118954,L2,Monocyte
CD52,-1.725808323,-1.1202978,L2,Monocyte
CXCL10,1.692910024,4.073472827,L2,Monocyte
OTOF,1.678877773,0.431177789,L2,Monocyte
ISG20,1.609832466,1.945388024,L2,Monocyte
CTSL,1.57033992,1.019905824,L2,Monocyte
PID1,-1.568292553,-2.129195506,L2,Monocyte
NFXL1,-1.552976662,-1.645369944,L2,Monocyte
MT-CO3,-1.548046173,-0.540458858,L2,Monocyte
TCN2,1.543647136,1.436284415,L2,Monocyte
CD44,-1.538988747,-1.051857861,L2,Monocyte
IFIT1,1.521072163,-0.510905958,L2,Monocyte
CXCL16,-1.510256668,-1.053855548,L2,Monocyte
RSAD2,1.469693489,1.27597399,L2,Monocyte
IFITM1,1.466005642,1.382435179,L2,Monocyte
IFIT2,1.429544609,0.574003015,L2,Monocyte
PHLDA1,-1.425855349,-1.653941441,L2,Monocyte
MT-ATP6,-1.42223641,-0.681446876,L2,Monocyte
MT-ND4,-1.415718054,-0.742322205,L2,Monocyte
VCAN,-1.394528736,-3.446387395,L2,Monocyte
ISG15,1.364887131,0.557463155,L2,Monocyte
GSN,-1.360136955,-0.183230883,L2,Monocyte
IL4I1,1.354181289,1.118063923,L2,Monocyte
LY6E,1.35224086,0.22837428,L2,Monocyte
CPQ,-1.345426475,-1.49088137,L2,Monocyte
LIPA,-1.336149123,0.120022641,L2,Monocyte
CLEC10A,1.335347194,1.365065647,L2,Monocyte
UBXN11,-1.328715957,-1.538348906,L2,Monocyte
EREG,-1.313562918,-2.199057306,L2,Monocyte
ZBP1,1.308516122,0.740566562,L2,Monocyte
IRF7,1.2939501,0.824849909,L2,Monocyte
NT5C3A,1.286179693,0.505903093,L2,Monocyte
GBP4,1.259588626,2.862486621,L2,Monocyte
CALHM6,1.245101174,4.500203827,L2,Monocyte
IFIT3,1.243960933,0.714144165,L2,Monocyte
USP18,1.242988523,0.218525298,L2,Monocyte
SELL,1.224441224,2.619615196,L2,Monocyte
KLF6,1.211520445,0.953878444,L2,Monocyte
MEFV,1.205804175,1.303598417,L2,Monocyte
OAS1,1.192201515,-0.150640475,L2,Monocyte
MT-ND3,-1.191523257,-0.822391304,L2,Monocyte
OASL,1.190863627,-0.146252852,L2,Monocyte
ACADVL,-1.183143039,-1.374914021,L2,Monocyte
RGL1,1.160909954,0.257044583,L2,Monocyte
RHBDD2,-1.155874333,-1.637759225,L2,Monocyte
AHNAK,-1.154384774,-0.802549113,L2,Monocyte
TAP1,1.152741914,2.344726163,L2,Monocyte
SECTM1,1.14794961,1.717401182,L2,Monocyte
RAB7B,-1.143981918,-1.098261574,L2,Monocyte
RNASE6,-1.14216765,-2.163422581,L2,Monocyte
MS4A7,-1.136533111,-1.797653874,L2,Monocyte
CXCL11,1.135816373,3.241317616,L2,Monocyte
FGL2,1.125623412,1.950485105,L2,Monocyte
IDO1,1.120940136,5.921579633,L2,Monocyte
MS4A4A,1.120313148,-0.31726854,L2,Monocyte
PECAM1,-1.117245216,-1.880920831,L2,Monocyte
CD38,1.113518704,3.112558952,L2,Monocyte
IFIH1,1.108745568,0.350655656,L2,Monocyte
FABP5,-1.108355197,-1.299018701,L2,Monocyte
MT-CYB,-1.107437272,-0.937687219,L2,Monocyte
MARCKS,1.100203404,-0.127655793,L2,Monocyte
GBP1,1.084946353,3.628297346,L2,Monocyte
CMPK2,1.0769147,0.481523463,L2,Monocyte
MT-CO2,-1.059821232,-0.459815624,L2,Monocyte
VAMP5,1.056229529,3.117479388,L2,Monocyte
CD300E,1.050879459,-1.984910654,L2,Monocyte
P2RY6,1.037566392,1.691068515,L2,Monocyte
HESX1,1.037354033,0.493497021,L2,Monocyte
ITGB2,-1.026507549,-0.195119768,L2,Monocyte
ITGB7,1.024392403,1.860225174,L2,Monocyte
LGALS3BP,1.021672612,1.316432826,L2,Monocyte
LTA4H,-1.014449769,-0.454448452,L2,Monocyte
FCGRT,-1.011312842,-0.650947464,L2,Monocyte
IFI6,1.010245232,-0.744832793,L2,Monocyte
MMP19,-1.00454406,-2.529654355,L2,Monocyte
MT-ND4L,-1.001803971,-0.631491104,L2,Monocyte
GIMAP4,0.995492995,1.051887143,L2,Monocyte
CMKLR1,0.994718371,1.114222127,L2,Monocyte
SNX10,0.994694833,2.82108893,L2,Monocyte
PLXDC2,-0.992807755,-0.592213814,L2,Monocyte
LSP1,-0.99087336,-0.080533708,L2,Monocyte
ANXA4,0.985778462,0.76308561,L2,Monocyte
CCR5,0.98455904,0.201314903,L2,Monocyte
GPRIN3,-0.977509074,-1.032343719,L2,Monocyte
CDKN1A,0.973183634,1.199515802,L2,Monocyte
MT-ND5,-0.958398246,-0.767289209,L2,Monocyte
IFI35,0.947728982,0.681323603,L2,Monocyte
SLC16A10,-0.934779398,-1.077980122,L2,Monocyte
JAK2,0.932521962,1.514383155,L2,Monocyte
ATOX1,0.929531061,1.024229844,L2,Monocyte
FAM107B,-0.926207342,-0.078696549,L2,Monocyte
SDC3,0.921497417,1.824060003,L2,Monocyte
MS4A14,-0.918503616,-1.739942677,L2,Monocyte
ATP13A3,-0.91082421,-0.826582567,L2,Monocyte
RNASE1,-0.905473755,-4.251533813,L2,Monocyte
NAV1,-0.902738293,-0.769520875,L2,Monocyte
SLC5A3,-0.901088792,-1.084023166,L2,Monocyte
S100A4,-0.895550006,-0.300892739,L2,Monocyte
ABCC3,-0.894467321,-1.170649686,L2,Monocyte
PLAUR,-0.892319452,-0.466175371,L2,Monocyte
HIST1H1C,-0.889687186,-1.124725933,L2,Monocyte
APOL3,0.878060618,2.840582488,L2,Monocyte
SAMD4A,0.874838441,1.341401984,L2,Monocyte
DYSF,0.871146911,1.269058737,L2,Monocyte
GIMAP7,0.864241622,0.891310605,L2,Monocyte
EEF2,-0.864148733,-0.238640035,L2,Monocyte
GBP5,0.861800059,4.513520469,L2,Monocyte
FGD2,0.858055261,1.379447059,L2,Monocyte
FBP1,-0.857349577,0.075648354,L2,Monocyte
LAP3,0.85586652,1.960071517,L2,Monocyte
CCR1,0.853617505,-0.009458735,L2,Monocyte
SLAMF7,0.851135853,2.96864087,L2,Monocyte
SORL1,-0.851047688,-1.239668532,L2,Monocyte
KCNAB2,-0.849614721,-0.460386892,L2,Monocyte
RGS2,-0.848975375,-1.126115672,L2,Monocyte
ZFP36L1,-0.848062215,-1.691145608,L2,Monocyte
SDS,0.84760022,-0.290903796,L2,Monocyte
RIN2,0.844738008,-0.624057955,L2,Monocyte
CFB,0.843903913,1.620483496,L2,Monocyte
TGFBI,-0.843054615,-1.447872189,L2,Monocyte
MDK,0.836720082,0.36487844,L2,Monocyte
SLC11A1,-0.826490547,-0.967762384,L2,Monocyte
TRAFD1,0.825891062,1.120986794,L2,Monocyte
FTH1,-0.822400591,-1.188346468,L2,Monocyte
LILRB4,0.817586606,0.48455925,L2,Monocyte
KLHDC7B,0.816595827,0.422312722,L2,Monocyte
LMNB1,0.816431887,2.34461365,L2,Monocyte
ACOT9,0.814163621,0.033695329,L2,Monocyte
CGAS,0.81367102,1.000318209,L2,Monocyte
CREG1,0.810917256,0.289286529,L2,Monocyte
IFI30,0.810783679,0.392638891,L2,Monocyte
CHST11,-0.809831564,-0.513577134,L2,Monocyte
HIPK2,-0.809054215,-0.921633293,L2,Monocyte
ADAMDEC1,0.806343292,0.2514907,L2,Monocyte
RNF19B,0.805028138,0.725525127,L2,Monocyte
TLR7,0.801956363,0.942688681,L2,Monocyte
HIF1A,-0.798178537,-1.640118212,L2,Monocyte
POR,-0.791602163,-1.000934934,L2,Monocyte
ATP6AP2,-0.791589393,-0.590476737,L2,Monocyte
SH3BGRL3,-0.789769529,-0.819715671,L2,Monocyte
APOL2,0.787581889,1.934859744,L2,Monocyte
LRP1,-0.783102906,-1.452926326,L2,Monocyte
PARP12,0.772767613,0.544843943,L2,Monocyte
RUFY4,0.772035169,0.763867687,L2,Monocyte
NAPA,0.770649386,0.62160493,L2,Monocyte
MT-ND2,-0.769725218,-0.517824704,L2,Monocyte
CD36,-0.766755672,-1.830529022,L2,Monocyte
KIAA0040,0.764113004,1.426591697,L2,Monocyte
PPDPF,0.762343865,0.083500036,L2,Monocyte
PLEKHO1,0.762219552,1.219726737,L2,Monocyte
CD74,0.761372216,2.727061421,L2,Monocyte
SAMD9L,0.761344914,0.777772977,L2,Monocyte
TFEC,0.760616932,0.723530735,L2,Monocyte
XCR1,0.757129786,-0.564786921,L2,Monocyte
FZD2,0.755650509,1.220419343,L2,Monocyte
CAT,-0.755483293,-0.80620657,L2,Monocyte
ATP2B1,-0.755430018,-0.834131457,L2,Monocyte
ACOD1,0.755087005,1.392333314,L2,Monocyte
ATF5,0.750845775,1.383903788,L2,Monocyte
AIM2,0.741376481,1.615100476,L2,Monocyte
TAP2,0.739615876,0.932831194,L2,Monocyte
TBXAS1,-0.737256706,-0.867551228,L2,Monocyte
GLIPR1,-0.736779705,-1.686113202,L2,Monocyte
PDE1B,-0.731761735,-1.004382937,L2,Monocyte
GRN,0.730007993,0.640964735,L2,Monocyte
APOL1,0.725444112,1.79532654,L2,Monocyte
ITGAX,-0.724110004,-0.347211316,L2,Monocyte
NADK,0.723378226,0.551066418,L2,Monocyte
CD72,0.71788367,0.87385424,L2,Monocyte
CD274,0.716592096,2.532478815,L2,Monocyte
DLG4,-0.716119852,-0.810378722,L2,Monocyte
CYP1B1,-0.716056396,-1.4400751,L2,Monocyte
IRF2,0.715387378,0.547205312,L2,Monocyte
FOS,-0.711707769,-1.946279558,L2,Monocyte
SLC43A2,-0.711685042,-1.133899001,L2,Monocyte
MDM2,0.709301352,0.347294109,L2,Monocyte
ABHD12,0.706858666,0.411309864,L2,Monocyte
AQP9,-0.704941727,-1.749134593,L2,Monocyte
IER3,-0.703433087,-1.504910133,L2,Monocyte
NAB2,-0.702208011,-0.660753781,L2,Monocyte
PLAAT4,0.69228652,3.590033449,L2,Monocyte
ARHGDIB,-0.691811246,-0.827111906,L2,Monocyte
PFDN5,-0.691548118,-0.961024962,L2,Monocyte
LILRA5,0.690022299,0.174781279,L2,Monocyte
DEFB1,0.684943646,0.629997107,L2,Monocyte
DHX58,0.68384235,0.333726553,L2,Monocyte
ANPEP,-0.681592884,-0.024105953,L2,Monocyte
SLC44A1,-0.681025256,-1.119467952,L2,Monocyte
FUCA1,0.669777194,-0.673962146,L2,Monocyte
FUT4,0.668401598,0.369311663,L2,Monocyte
SIGLEC14,0.660971094,0.289434024,L2,Monocyte
NINJ1,0.660695049,0.354272594,L2,Monocyte
CTSD,0.659087725,-0.576867531,L2,Monocyte
MYO1G,0.65615357,0.187569461,L2,Monocyte
FAM20C,-0.65596784,-1.050145312,L2,Monocyte
PALLD,-0.655704192,-1.217247077,L2,Monocyte
RASSF2,-0.654302439,-0.621909893,L2,Monocyte
ANKRD22,0.649960953,2.761347183,L2,Monocyte
MXD1,0.649521267,-0.653456124,L2,Monocyte
FYB1,0.648989046,0.890905328,L2,Monocyte
PPBP,-0.646487021,-0.971911036,L2,Monocyte
CD47,0.639795001,0.488634388,L2,Monocyte
PPT1,-0.637280429,-0.393096623,L2,Monocyte
MNDA,0.63564464,0.348522976,L2,Monocyte
PTGS1,-0.635246418,-0.403819488,L2,Monocyte
PARVG,-0.633242444,-0.337593106,L2,Monocyte
TGM2,-0.632450165,1.431639971,L2,Monocyte
AVPI1,-0.631378594,-0.951750823,L2,Monocyte
CST3,0.630792648,0.641495401,L2,Monocyte
PTPA,0.630283927,0.759648019,L2,Monocyte
APLP2,-0.628947604,-1.391475943,L2,Monocyte
AMPD2,-0.628558206,-0.75478027,L2,Monocyte
CBR1,0.627521179,0.324881955,L2,Monocyte
APMAP,-0.626191919,-0.53463579,L2,Monocyte
SAMHD1,-0.62493427,-0.439687652,L2,Monocyte
LAIR1,0.624821724,-0.447520604,L2,Monocyte
OPTN,0.623496549,1.292802637,L2,Monocyte
ADA2,0.621828161,0.605456002,L2,Monocyte
COTL1,-0.621112035,-0.01782299,L2,Monocyte
ZBED1,0.62014546,0.139465205,L2,Monocyte
KCNC3,-0.61908427,-0.549120704,L2,Monocyte
LST1,-0.618960331,0.499533223,L2,Monocyte
TBC1D8,-0.617210332,-1.199930372,L2,Monocyte
TGOLN2,-0.615590284,-0.592456725,L2,Monocyte
IRF1,0.611618938,2.531815325,L2,Monocyte
ARHGAP9,-0.609355731,-0.608278139,L2,Monocyte
RAC2,-0.608433004,-0.03162662,L2,Monocyte
ETS2,-0.608112053,-0.362282636,L2,Monocyte
STOM,0.605896439,0.89855345,L2,Monocyte
WDFY1,0.605861293,0.839534606,L2,Monocyte
RASA1,-0.603190122,-0.705382176,L2,Monocyte
FBXO6,0.601297584,1.249348778,L2,Monocyte
GIMAP5,0.598343809,0.548564679,L2,Monocyte
CD68,0.591716314,-0.149808393,L2,Monocyte
CD300LB,-0.589281769,-1.460380644,L2,Monocyte
SIGLEC9,-0.585334589,-0.88816475,L2,Monocyte
CD80,0.585005104,0.441229316,L2,Monocyte
KYNU,-0.584967697,-1.164498658,L2,Monocyte
ATXN1,-0.581105157,-0.539197135,L2,Monocyte
ALCAM,-0.577438589,-0.019040631,L2,Monocyte
DOCK5,-0.57685312,-0.715120655,L2,Monocyte
FOSL2,-0.57580524,-0.498256396,L2,Monocyte
ST14,-0.572601189,-0.626771145,L2,Monocyte
NUB1,0.56959318,1.144418445,L2,Monocyte
ARRB2,-0.567652235,-1.049501155,L2,Monocyte
TPP1,-0.562152667,-0.427801303,L2,Monocyte
AHRR,-0.561443007,-0.778403766,L2,Monocyte
ST3GAL5,0.553021689,1.061121052,L2,Monocyte
C2,0.552845245,1.532635935,L2,Monocyte
ZMYND15,-0.552222342,-0.530821963,L2,Monocyte
TMBIM1,0.55027143,0.245158776,L2,Monocyte
SATB1,-0.549678781,-0.792210972,L2,Monocyte
CLEC4E,-0.549316156,-0.398564362,L2,Monocyte
CFD,0.544988193,0.284421329,L2,Monocyte
ARL8A,0.544313208,0.354685384,L2,Monocyte
CUL1,0.542250943,1.217006509,L2,Monocyte
CIR1,0.540815137,0.427566638,L2,Monocyte
IVNS1ABP,-0.538420125,-0.485704806,L2,Monocyte
SQOR,0.535899569,0.998339568,L2,Monocyte
JARID2,-0.53585089,-0.572890116,L2,Monocyte
PARP15,0.533819278,0.294830496,L2,Monocyte
ADGRE2,-0.532003832,-1.139542831,L2,Monocyte
YBX1,-0.531821852,-0.064725063,L2,Monocyte
ANXA1,-0.531771532,-0.812067454,L2,Monocyte
GCNT1,0.53012066,1.74258005,L2,Monocyte
IQGAP2,0.528849856,0.339243756,L2,Monocyte
SEMA4A,0.52810866,0.495609797,L2,Monocyte
TENT4A,0.527901296,0.592882344,L2,Monocyte
LCP1,-0.524621897,-0.054330025,L2,Monocyte
CD82,-0.520898149,-0.886402326,L2,Monocyte
MAN2B1,-0.518487264,-0.323910406,L2,Monocyte
DDIT3,0.511335473,-0.00846183,L2,Monocyte
BTG2,-0.510322244,-0.858533393,L2,Monocyte
SND1,-0.510138623,-0.190109915,L2,Monocyte
BRI3,0.500381359,0.469495667,L2,Monocyte
HCST,-0.499831551,-0.59650041,L2,Monocyte
PSMB9,0.499230588,1.398486301,L2,Monocyte
LAMP1,0.496640358,0.42173615,L2,Monocyte
CD1D,0.495974853,0.590958755,L2,Monocyte
GAPT,-0.490848036,-1.052777027,L2,Monocyte
UBE2Z,0.490578009,0.721780618,L2,Monocyte
PIK3R5,-0.488576912,-1.334773907,L2,Monocyte
TAGAP,0.488054089,1.370552793,L2,Monocyte
GGA2,-0.488003999,-0.857958817,L2,Monocyte
SNRNP200,-0.487933884,-0.38238389,L2,Monocyte
DNASE2,0.487548383,-0.175769353,L2,Monocyte
NUMB,-0.485691963,-0.781177963,L2,Monocyte
IRF2BPL,0.484026108,-0.576081454,L2,Monocyte
MT-ND1,-0.482912196,-0.305259244,L2,Monocyte
STAB1,-0.482236349,-2.556800914,L2,Monocyte
STT3B,-0.480640991,-0.329322522,L2,Monocyte
SLC8A1,0.480422811,1.031696763,L2,Monocyte
TUBGCP2,-0.47896569,-0.565960733,L2,Monocyte
STX11,0.478930608,1.221939065,L2,Monocyte
RAB34,-0.478737885,-0.809721872,L2,Monocyte
ARHGEF3,0.477202969,1.092804277,L2,Monocyte
LTBR,0.472454589,0.395416938,L2,Monocyte
C5AR2,-0.470020551,-1.51154877,L2,Monocyte
HK1,-0.467559311,-0.305967874,L2,Monocyte
NCKAP1L,-0.467168042,-0.480101525,L2,Monocyte
TPCN1,-0.463701095,-0.734204299,L2,Monocyte
FGR,-0.463452101,0.559055806,L2,Monocyte
CSF1R,-0.463058155,-1.177819574,L2,Monocyte
DUSP2,-0.462186356,-0.541771345,L2,Monocyte
ZNRF2,0.459428484,0.942666426,L2,Monocyte
ITGB5,-0.459258611,-0.659049856,L2,Monocyte
TGFBR2,-0.458485793,-0.81984608,L2,Monocyte
ITPR1,-0.457424758,-0.373747296,L2,Monocyte
FOXN2,0.45698086,1.017433094,L2,Monocyte
AXL,0.455051488,0.490503085,L2,Monocyte
APP,-0.451627514,-0.219685395,L2,Monocyte
FPR2,0.451287171,0.572073607,L2,Monocyte
NFAT5,-0.451263324,-0.540132885,L2,Monocyte
XRN1,0.443238937,1.281408752,L2,Monocyte
LFNG,-0.44288451,-0.767815473,L2,Monocyte
SH3BGRL,-0.44178586,-0.435344923,L2,Monocyte
B2M,0.441306317,0.782803755,L2,Monocyte
TMED10,-0.440553561,-0.486135588,L2,Monocyte
PDE4A,-0.439338967,-0.665108203,L2,Monocyte
BTN3A3,0.434277042,0.50420811,L2,Monocyte
SLC7A11,-0.434199938,-1.096652779,L2,Monocyte
ZFP36L2,-0.433904528,-0.506572067,L2,Monocyte
ARHGEF10L,0.433327535,-0.007896219,L2,Monocyte
PLA2G4C,0.432225899,0.522456769,L2,Monocyte
PLOD1,-0.432141556,-0.630330093,L2,Monocyte
CPED1,-0.431350213,-0.689394534,L2,Monocyte
PPM1M,-0.431158856,-0.39309155,L2,Monocyte
MTHFD2,0.42674309,0.954528592,L2,Monocyte
CAB39,-0.426529688,-0.74366258,L2,Monocyte
LILRA6,0.426287307,0.217581765,L2,Monocyte
H1FX,-0.42565727,-1.124018444,L2,Monocyte
TBC1D2,0.424425585,-0.036618098,L2,Monocyte
CTSC,0.423285824,1.614708362,L2,Monocyte
ATM,-0.423254819,-0.263897665,L2,Monocyte
MOB3A,-0.422515449,-0.584634457,L2,Monocyte
SPCS1,-0.42146839,-0.325782417,L2,Monocyte
DRAM1,0.418734095,1.036434377,L2,Monocyte
H3F3A,-0.418512302,-0.498333288,L2,Monocyte
GCH1,0.416830137,1.591938083,L2,Monocyte
RAB13,-0.414161127,-0.546266592,L2,Monocyte
PIM1,0.412614736,1.763767677,L2,Monocyte
HMG20B,-0.410816186,-0.597857973,L2,Monocyte
SUSD1,0.410073236,0.120056329,L2,Monocyte
SDCCAG8,-0.40896336,-0.499888022,L2,Monocyte
TSPAN3,-0.407877729,-1.106930414,L2,Monocyte
IGSF6,0.406543456,0.924527523,L2,Monocyte
EIF4G3,-0.40651249,-0.24682592,L2,Monocyte
IKZF1,-0.406411461,-0.190618773,L2,Monocyte
DENND11,-0.405680286,-0.436859755,L2,Monocyte
CD69,0.405583731,0.560408499,L2,Monocyte
CASP4,0.405312839,1.001803291,L2,Monocyte
DDB2,0.405260643,0.449137983,L2,Monocyte
AGPAT3,0.404643479,0.830299155,L2,Monocyte
CTSZ,0.402217415,0.780831215,L2,Monocyte
TMSB10,0.401003417,1.609012822,L2,Monocyte
GLMP,0.400181351,0.026368443,L2,Monocyte
CEP170,-0.396728832,-0.626001918,L2,Monocyte
FNIP2,0.395756522,0.01485379,L2,Monocyte
METRNL,-0.394007851,-0.952771061,L2,Monocyte
ENG,-0.393775614,-2.242802206,L2,Monocyte
ARHGAP17,0.393726575,0.738673192,L2,Monocyte
BAX,0.392339625,0.442393199,L2,Monocyte
ITPKB,-0.391694801,-0.633283496,L2,Monocyte
SBNO2,0.389740021,1.060147081,L2,Monocyte
CTSH,0.38957947,1.039672583,L2,Monocyte
TACC1,-0.388379974,-0.639395913,L2,Monocyte
WBP1L,-0.387870866,-0.743773221,L2,Monocyte
IER5,0.385033823,-0.321532617,L2,Monocyte
ZNF106,-0.38489724,-0.388296931,L2,Monocyte
WIPF1,0.384165322,-0.760234255,L2,Monocyte
AMDHD2,0.383931965,0.25246883,L2,Monocyte
PLA2G7,0.383028087,-1.456670688,L2,Monocyte
SNX20,0.381771649,1.211827289,L2,Monocyte
ANXA11,-0.380969052,-0.380098269,L2,Monocyte
CHD3,-0.37780873,-0.716715061,L2,Monocyte
ANXA2,0.37778914,0.323663216,L2,Monocyte
CPNE1,-0.377124817,-0.277667609,L2,Monocyte
CYBA,0.375649042,0.389181139,L2,Monocyte
STAT1,0.372932807,1.207941753,L2,Monocyte
HPS5,0.370263637,0.780617349,L2,Monocyte
P2RX1,-0.37013271,-0.357666994,L2,Monocyte
RAB39A,0.366998793,0.683920307,L2,Monocyte
TRANK1,0.366916258,1.039996253,L2,Monocyte
TRPS1,-0.366720206,-1.0123136,L2,Monocyte
IDH1,0.366633123,0.418171073,L2,Monocyte
ITGB1,-0.366205453,-0.424992366,L2,Monocyte
STX3,0.365718929,0.669217978,L2,Monocyte
GANAB,-0.364565948,-0.227046438,L2,Monocyte
ADAM9,-0.364340265,-1.029600865,L2,Monocyte
IL12RB1,0.364146815,0.651441486,L2,Monocyte
IER5L,-0.362366231,-1.141968144,L2,Monocyte
LMNA,-0.359024111,-0.787595326,L2,Monocyte
RNH1,0.358876345,0.888613545,L2,Monocyte
AKT1S1,0.356771142,0.647198288,L2,Monocyte
DAP,-0.356523832,-0.265778377,L2,Monocyte
RAB5IF,0.356325944,0.740910332,L2,Monocyte
IL15RA,0.355810737,1.051496262,L2,Monocyte
MIIP,0.351756907,0.641997085,L2,Monocyte
SKAP2,-0.350374613,0.052229423,L2,Monocyte
IL27,0.348226915,0.606228042,L2,Monocyte
FAM20A,0.347185917,0.56464641,L2,Monocyte
GSAP,0.345245957,0.820968403,L2,Monocyte
SEMA6B,0.34401814,-1.494596991,L2,Monocyte
ADI1,-0.343515277,-0.603288228,L2,Monocyte
ITGAV,-0.342656068,-0.60495899,L2,Monocyte
DGKA,-0.342649966,-0.781889559,L2,Monocyte
ATG3,0.341255557,0.806474461,L2,Monocyte
RSPH3,-0.340875035,-0.461489154,L2,Monocyte
CD40,0.340407887,1.929790773,L2,Monocyte
MAP2K3,-0.339712481,-0.671432015,L2,Monocyte
DUSP1,-0.339679765,-0.918809024,L2,Monocyte
TRIP6,0.339509199,-0.043201329,L2,Monocyte
SERINC1,-0.339357453,-0.621079052,L2,Monocyte
PSMB10,0.337326866,1.256533876,L2,Monocyte
GNA15,-0.335687031,-0.614808212,L2,Monocyte
ARHGAP26,-0.335399051,-1.045600501,L2,Monocyte
PRDX1,0.335184659,0.798796285,L2,Monocyte
PSMA4,0.335039394,0.769288412,L2,Monocyte
ZNF219,-0.334461181,-0.525575064,L2,Monocyte
WARS,0.333414328,3.095312009,L2,Monocyte
ARHGEF11,0.33223612,0.243438516,L2,Monocyte
TNS1,-0.331263469,-0.442486318,L2,Monocyte
SLA,-0.330873979,-0.719253858,L2,Monocyte
